countryName;EPRTRSectorCode;eprtrSectorName;EPRTRAnnexIMainActivityCode;EPRTRAnnexIMainActivityLabel;FacilityInspireID;facilityName;facilityNameConfidentialityReason;Longitude;Latitude;addressConfidentialityReason;City;targetRelease;pollutant;releasesConfidentialityReason;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000084482.FACILITY;Leca Danmark A/S;;10,0417365;56,37496945;;Randers SV;AIR;Nitrogen oxides (NOX);;;;;;;;;;;;299000;307283;330367;264775;303605
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000084482.FACILITY;Leca Danmark A/S;;10,0417365;56,37496945;;Randers SV;AIR;Sulphur oxides (SOX);;;;;;;;;;;;1020000;750524;872431;756515;55425
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000084482.FACILITY;Leca Danmark A/S;;10,04209829;56,37517306;;Randers SV;AIR;Mercury and compounds (as Hg);;24;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000084482.FACILITY;Leca Danmark A/S;;10,04209829;56,37517306;;Randers SV;AIR;Nitrogen oxides (NOX);;507000;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000084482.FACILITY;Leca Danmark A/S;;10,04209829;56,37517306;;Randers SV;AIR;Sulphur oxides (SOX);;386000;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000086522.FACILITY;Vedstårup Teglværk A/S;;10,0124702;55,28794853;;Assens;AIR;Fluorine and inorganic compounds (as HF);;;;;;;;;;;;;;;760;2584
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000086522.FACILITY;Vedstårup Teglværk A/S;;10,0124702;55,28794853;;Assens;AIR;Nitrogen oxides (NOX);;;;;;;;;;;;;;;13336;14113
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000086522.FACILITY;Vedstårup Teglværk A/S;;10,0124702;55,28794853;;Assens;AIR;Sulphur oxides (SOX);;;;;;;;;;;;;;;26124;23650
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000095263.FACILITY;Gandrup Teglværk;;10,17136045;57,06263065;;Gandrup;AIR;Fluorine and inorganic compounds (as HF);;;;;;;;;;;;;;;17020;31499
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Carbon dioxide (CO2);;;;;;;;;;;;;2968000;2909000;3122000;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Chlorine and inorganic compounds (as HCl);;;;;;;;;;;;;;;174;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Fluorine and inorganic compounds (as HF);;;;;;;;;;;;;13;271;76;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Nitrogen oxides (NOX);;;;;;;;;;;;;3369;6301;8023;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Particulate matter (PM10);;;;;;;;;;;;;;;380;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42680305;57,32417928;;Sæby;AIR;Sulphur oxides (SOX);;;;;;;;;;;;;1444;1744;575;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.CAED/000096042.FACILITY;Monier A/S Volstrup Teglværk ;;10,42773096;57,32862024;;Sæby;AIR;Fluorine and inorganic compounds (as HF);;76900;80200;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10462.FACILITY;PIPERS TEGLVÆRKER A/S;;9,815865807;56,63850736;;Hobro               ;AIR;Fluorine and inorganic compounds (as HF);;;;;;12600;9070;9980;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10462.FACILITY;PIPERS TEGLVÆRKER A/S;;9,815865807;56,63850736;;Hobro               ;AIR;Fluorine and inorganic compounds (as HF);;;;11100;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10462.FACILITY;PIPERS TEGLVÆRKER A/S;;9,815865807;56,63850736;;Hobro               ;AIR;Fluorine and inorganic compounds (as HF);;;;;6750;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10462.FACILITY;Vindø Teglværk;;9,815865807;56,63850736;;Hobro               ;AIR;Fluorine and inorganic compounds (as HF);;11100;11100;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10622.FACILITY;HELLIGSØ TEGLVÆRK A/S;;8,344216669;56,69539823;;Hurup ;AIR;Fluorine and inorganic compounds (as HF);;10000;9990;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10622.FACILITY;HELLIGSØ TEGLVÆRK A/S;;8,344216669;56,69539823;;Hurup Thy           ;AIR;Fluorine and inorganic compounds (as HF);;;;5930;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10622.FACILITY;HELLIGSØ TEGLVÆRK A/S;;8,344216669;56,69539823;;Hurup Thy           ;AIR;Fluorine and inorganic compounds (as HF);;;;;6650;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/10622.FACILITY;HELLIGSØ TEGLVÆRK A/S;;8,344216669;56,69539823;;Hurup Thy           ;AIR;Fluorine and inorganic compounds (as HF);;;;;;7260;10100;8180;9680;7820;11700;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/158339.FACILITY;Petersen Tegl A/S;;9,662110907;54,9087591;;Broager;AIR;Fluorine and inorganic compounds (as HF);;6640;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16614.FACILITY;Hammershøj Teglværk;;9,738589121;56,47761167;;Tjele               ;AIR;Chlorine and inorganic compounds (as HCl);;;20100;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16614.FACILITY;Hammershøj Teglværk;;9,738589121;56,47761167;;Tjele               ;AIR;Fluorine and inorganic compounds (as HF);;28000;28000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;LUNDGÅRD TEGLVÆRK A/S;;9,176209081;56,48059935;;Stoholm Jyll        ;AIR;Fluorine and inorganic compounds (as HF);;;;;6920;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;LUNDGÅRD TEGLVÆRK A/S;;9,176209081;56,48059935;;Stoholm Jyll        ;AIR;Sulphur oxides (SOX);;;;;155000;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;LUNDGÅRD TEGLVÆRK A/S;;9,176209081;56,48059935;;Stoholm Jyll        ;AIR;Fluorine and inorganic compounds (as HF);;;;6920;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;LUNDGÅRD TEGLVÆRK A/S;;9,176209081;56,48059935;;Stoholm Jyll        ;AIR;Sulphur oxides (SOX);;;;155000;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;Lundgård Teglværk A/S;;9,176209081;56,48059935;;Stoholm;AIR;Fluorine and inorganic compounds (as HF);;10500;10500;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16659.FACILITY;Lundgård Teglværk A/S;;9,176209081;56,48059935;;Stoholm;AIR;Sulphur oxides (SOX);;234000;234000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16671.FACILITY;Piper Teglværk;;10,14918275;55,3285007;;Tommerup;AIR;Fluorine and inorganic compounds (as HF);;5260;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;S-G Weber A/S, Ølst;;10,08371692;56,38218399;;Randers SV;AIR;Nitrogen oxides (NOX);;;;116000;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;S-G Weber A/S, Ølst;;10,08371692;56,38218399;;Randers SV;AIR;Sulphur oxides (SOX);;;;265000;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;Weber maxit a.s. Ølst;;10,08371692;56,38218399;;Randers SV;AIR;Chlorine and inorganic compounds (as HCl);;;22000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;Weber maxit a.s. Ølst;;10,08371692;56,38218399;;Randers SV;AIR;Nitrogen oxides (NOX);;;266000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;Weber maxit a.s. Ølst;;10,08371692;56,38218399;;Randers SV;AIR;Sulphur oxides (SOX);;;797000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;maxit a.s.;;10,08371692;56,38218399;;Randers SV;AIR;Chlorine and inorganic compounds (as HCl);;32600;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;maxit a.s.;;10,08371692;56,38218399;;Randers SV;AIR;Nitrogen oxides (NOX);;450000;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16688.FACILITY;maxit a.s.;;10,08371692;56,38218399;;Randers SV;AIR;Sulphur oxides (SOX);;1780000;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16689.FACILITY;WIENERBERGER A/S;;8,666089875;55,65002514;;Varde               ;AIR;Fluorine and inorganic compounds (as HF);;;9380;6190;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16689.FACILITY;Wienerberger A/S;;8,666089875;55,65002514;;Varde               ;AIR;Fluorine and inorganic compounds (as HF);;6630;;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16737.FACILITY;TYCHSENS TEGLVÆRK A/S;;9,657761222;54,90792898;;Broager;AIR;Fluorine and inorganic compounds (as HF);;10900;6370;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/16747.FACILITY;Ydby Teglværk A/S;;8,398474586;56,71602101;;Hurup;AIR;Fluorine and inorganic compounds (as HF);;18500;8550;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/175190.FACILITY;WIENERBERGER A/S;;10,50913984;55,12594107;;Stenstrup;AIR;Fluorine and inorganic compounds (as HF);;;;;;6000;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/209630.FACILITY;PIPERS TEGLVÆRKER A/S;;9,733471523;56,47574626;;Tjele               ;AIR;Fluorine and inorganic compounds (as HF);;;;18900;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/209630.FACILITY;PIPERS TEGLVÆRKER A/S;;9,738891098;56,47644188;;Tjele               ;AIR;Fluorine and inorganic compounds (as HF);;;;;;;;10800;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/209630.FACILITY;PIPERS TEGLVÆRKER A/S;;9,738891098;56,47644188;;Tjele               ;AIR;Hydro-fluorocarbons (HFCS);;;;;;;9740;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/296176.FACILITY;A/S GRAASTEN TEGLVÆRK;;9,608094494;54,92933338;;Gråsten             ;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;;4720;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/66851.FACILITY;DAMOLIN A/S;;8,87198679;56,94978019;;Nykøbing M          ;AIR;Sulphur oxides (SOX);;;;166000;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/66851.FACILITY;DAMOLIN A/S;;8,87198679;56,94978019;;Nykøbing M          ;AIR;Sulphur oxides (SOX);;;;;602000;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/66851.FACILITY;DAMOLIN A/S;;8,87198679;56,94978019;;Nykøbing M          ;AIR;Sulphur oxides (SOX);;;;;;570000;607000;262000;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/66851.FACILITY;Dansk Moler Industri A/S;;8,87198679;56,94978019;;Nykøbing M          ;AIR;Sulphur oxides (SOX);;;1230000;;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/66852.FACILITY;DAMOLIN A/S                       RÅSTOFFER;;9,053009393;56,84017114;;Fur;AIR;Sulphur oxides (SOX);;;;;;;;214000;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/7406.FACILITY;PIPERS TEGLVÆRKER A/S             GANDRUP TEGLVÆRK;;10,17079862;57,06262547;;Gandrup;AIR;Fluorine and inorganic compounds (as HF);;;;;;;;;6970;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/7406.FACILITY;PIPERS TEGLVÆRKER A/S             GANDRUP TEGLVÆRK;;10,17079862;57,06262547;;Gandrup;AIR;Hydro-fluorocarbons (HFCS);;;;;;10900;9070;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/7406.FACILITY;PIPERS TEGLVÆRKER A/S             GANDRUP TEGLVÆRK;;10,17079862;57,06262548;;Gandrup;AIR;Fluorine and inorganic compounds (as HF);;;;10900;;;;;;;;;;;;
Denmark;3;Mineral industry;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;DK.EEA/7406.FACILITY;PIPERS TEGLVÆRKER A/S GANDRUP TEGLVÆRK;;10,17079862;57,06262548;;Gandrup;AIR;Fluorine and inorganic compounds (as HF);;23700;12200;;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000104924.FACILITY;DuPont Nutrition Biosciences Aps;;8,927401681;55,76700721;;Grindsted;AIR;Hydrochlorofluorocarbons (HCFCs);;;60;;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000104924.FACILITY;DuPont Nutrition Biosciences Aps;;8,927401681;55,76700721;;Grindsted;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;63;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000104924.FACILITY;DuPont Nutrition Biosciences Aps;;8,930622909;55,76603865;;Grindsted;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;;4;35;25;30;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000104924.FACILITY;DuPont Nutrition Biosciences Aps;;8,930622909;55,76603865;;Grindsted;AIR;Nitrogen oxides (NOX);;;;;;123000;117000;115000;137000;130000;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106063.FACILITY;Haldor Topsøe A/S;;12,05404102;55,85437405;;Frederikssund;AIR;Ammonia (NH3);;;;;;20300;17800;21000;18000;19300;16000;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106063.FACILITY;Haldor Topsøe A/S;;12,056186;55,85645136;;Frederikssund;AIR;Ammonia (NH3);;;;;123000;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106063.FACILITY;Haldor Topsøe A/S;;12,056186;55,85645136;;Frederikssund;AIR;Ammonia (NH3);;107000;111000;165000;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106217.FACILITY;Novo Nordisk Pharmatech A/S ;;12,19538077;55,49758968;;Køge;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;13,5;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106217.FACILITY;Novo Nordisk Pharmatech A/S ;;12,19538077;55,49758968;;Køge;AIR;Hydrochlorofluorocarbons (HCFCs);;;;2,4;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106217.FACILITY;Novo Nordisk Pharmatech A/S ;;12,1981786;55,49654558;;Køge;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;;;;;8;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106452.FACILITY;Novozymes Bagsværd;;12,45150118;55,75344162;;Bagsværd;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;;66;15;119;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106452.FACILITY;Novozymes Bagsværd;;12,45424238;55,75649349;;Bagsværd;AIR;Hydrochlorofluorocarbons (HCFCs);;9;154;108;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106452.FACILITY;Novozymes Bagsværd;;12,45424238;55,75649349;;Bagsværd;AIR;Hydrochlorofluorocarbons (HCFCs);;;;;35;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.CAED/000106455.FACILITY;Novozymes A/S;;12,53436687;55,69697212;;København N;AIR;Hydrochlorofluorocarbons (HCFCs);;2;2;;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.EEA/16554.FACILITY;SOLAE DENMARK A/S;;10,20968677;56,14432759;;Århus C;AIR;Non-methane volatile organic compounds (NMVOC);;;;;;;262000;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.EEA/16570.FACILITY;BHJ A/S;;9,811357316;56,6540618;;Hobro               ;AIR;Nitrogen oxides (NOX);;;;102000;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.EEA/16678.FACILITY;Novozymes A/S;;12,53462093;55,69608361;;Frederiksberg;AIR;Hydrochlorofluorocarbons (HCFCs);;69;;;;;;;;;;;;;;
Denmark;4;Chemical industry;4(a);Chemical installations for the production on an industrial scale of basic organic chemicals. Note to reporters, use Level 3 activity e.g. 4(a)(iii), in preference to 4(a). Level 2 activity class (i.e. 4(a)) only to be used where Level 3 is not available.;DK.EEA/16728.FACILITY;Strandmøllen A/S;;9,95554399;55,44918284;;Ejby                ;AIR;Chlorofluorocarbons (CFCs);;;100;;;;;;;;;;;;;
